CnBio_Org_Name,Number and Street,CnAdrPrf_Addrline2,CnAdrPrf_City,CnAdrPrf_State,Postcode,Block-Lot,Primary,Secondary,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
Starbucks Coffee,3 New York Plaza,,New York,NY,10004,Aug-32,Casual Eating & Takeout,F-Coffeehouse,,,,,,,,,
New York Health & Racquet Club,39 Whitehall Street,,New York,NY,10004,Aug-32,Personal and Professional Services,P-Athletic Clubs/Fitness,MANHATTAN,40.703037,-74.012969,1,1,9,1087700,1000087501,Battery Park City-Lower Manhattan                                          
A.J. Kelly's,6 Stone Street,,New York,NY,10004,Oct-32,Full Service Dining,F-Irish Pub,MANHATTAN,40.704028,-74.012692,1,1,9,1000028,1000100032,Battery Park City-Lower Manhattan                                          
Fraunces Tavern® Restaurant,54 Pearl Street,,New York,NY,10004,Jul-35,Full Service Dining,F-American,MANHATTAN,40.703496,-74.011375,1,1,9,1078965,1000070035,Battery Park City-Lower Manhattan                                          
Bombay's,60 Pearl Street,,New York,NY,10004,Jul-37,Casual Eating & Takeout,F-Indian,MANHATTAN,40.703553,-74.011152,1,1,9,1000014,1000070038,Battery Park City-Lower Manhattan                                          
Pearl Bodywork,60 Pearl Street,Floor 2,New York,NY,10004,Jul-38,Personal and Professional Services,P-Spa,MANHATTAN,40.703553,-74.011152,1,1,9,1000014,1000070038,Battery Park City-Lower Manhattan                                          
McDonald's,6 Water Street,,New York,NY,10004,Aug-51,Casual Eating & Takeout,F-Fast Food,MANHATTAN,40.702744,-74.012201,1,1,9,1000017,1000080051,Battery Park City-Lower Manhattan                                          
Water Street Gourmet Deli & Pizza,12 Water Street,,New York,NY,10004,Aug-51,Casual Eating & Takeout,F-Deli,MANHATTAN,40.702834,-74.011963,1,1,9,1078969,1000080051,Battery Park City-Lower Manhattan                                          
Alice's Fashion,1 New York Plaza,,New York,NY,10004,1-Apr,Shopping,S-Apparel: Women's,,,,,,,,,
Mr. Soup,1 New York Plaza,,New York,NY,10004,1-Apr,Casual Eating & Takeout,F-Soup,,,,,,,,,
Vivo Food,1 New York Plaza,,New York,NY,10004,1-Apr,Casual Eating & Takeout,F-Health,,,,,,,,,
Gateway News,1 New York Plaza,,New York,NY,10004,1-Apr,Personal and Professional Services,P-Newsstands,,,,,,,,,
New World Coffee,1 New York Plaza,,New York,NY,10004,1-Apr,Casual Eating & Takeout,F-Coffeehouse,,,,,,,,,
New York Plaza Cleaners & Tailors/Shoe Repair,1 New York Plaza,Lobby,New York,NY,10004,1-Apr,Personal and Professional Services,P-Dry Cleaning,,,,,,,,,
Salvatore's  Barber Shop and Hair Salon,1 New York Plaza,,New York,NY,10004,1-Apr,Personal and Professional Services,P-Hair Salon & Barber Shop,,,,,,,,,
"Estee Lauder Companies Inc., The Company Store",1 New York Plaza,,New York,NY,10004,1-Apr,Shopping,S-Beauty & Fragrances,,,,,,,,,
Subway,1 New York Plaza,Concourse,New York,NY,10004,1-Apr,Casual Eating & Takeout,F-Fast Food,,,,,,,,,
Cafe Groppi,32 Water Street,,New York,NY,10004,26-Jul,Casual Eating & Takeout,F-American,MANHATTAN,40.70315,-74.010827,1,1,9,1087449,1000077502,Battery Park City-Lower Manhattan                                          
Pranzo,34 Water Street,Street Level,New York,NY,10004,26-Jul,Casual Eating & Takeout,F-Pizza,MANHATTAN,40.703177,-74.010726,1,1,9,1077806,1000077501,Battery Park City-Lower Manhattan                                          
Fika Espresso Bar,66 Pearl Street,,New York,NY,10004,26-Jul,Casual Eating & Takeout,F-Coffeehouse,MANHATTAN,40.703611,-74.010932,1,1,9,1077806,1000077501,Battery Park City-Lower Manhattan                                          
Wall Street Burger Shoppe,30 Water Street,,New York,NY,10004,27-Jul,Full Service Dining,F-Restaurant & Bar,MANHATTAN,40.703122,-74.010928,1,1,9,1000008,1000070027,Battery Park City-Lower Manhattan                                          
Subway,28 Water Street,,New York,NY,10004,28-Jul,Casual Eating & Takeout,F-Fast Food,MANHATTAN,40.703095,-74.011029,1,1,9,1000009,1000070028,Battery Park City-Lower Manhattan                                          
Nelly's Hair Salon,28 Water Street,2nd Floor,New York,NY,10004,28-Jul,Personal and Professional Services,P-Hair Salon & Barber Shop,MANHATTAN,40.703095,-74.011029,1,1,9,1000009,1000070028,Battery Park City-Lower Manhattan                                          
Shoe Repair and Shine,105 Broad Street,,New York,NY,10004,31-Jul,Personal and Professional Services,P-Shoe Repair/Shine,MANHATTAN,40.703032,-74.011509,1,1,9,1000012,1000070031,Battery Park City-Lower Manhattan                                          
Rockwell's Deli,105 Broad Street,,New York,NY,10004,31-Jul,Casual Eating & Takeout,F-Deli,MANHATTAN,40.703032,-74.011509,1,1,9,1000012,1000070031,Battery Park City-Lower Manhattan                                          
Au Bon Pain,1 State Street Plaza,,New York,NY,10004,1-Sep,Casual Eating & Takeout,F-Cafe & Eatery,,,,,,,,,
Starbucks Coffee,1 Battery Park Plaza,,New York,NY,10004,29-Sep,Casual Eating & Takeout,F-Coffeehouse,,,,,,,,,
US Post Office-Whitehall Station,1 Whitehall Street,,New York,NY,10004,1-Oct,Community Resources,C-Post Office,MANHATTAN,40.703973,-74.013164,1,1,9,1000027,1000100023,Battery Park City-Lower Manhattan                                          
Flavors Cafe,27 Whitehall Street,,New York,NY,10004,15-Oct,Casual Eating & Takeout,F-Cafe & Eatery,MANHATTAN,40.703517,-74.013085,1,1,9,1000024,1000100015,Battery Park City-Lower Manhattan                                          
"Reyna's Nail Salon, Inc.",27 Whitehall Street,2nd Floor,New York,NY,10004,15-Oct,Personal and Professional Services,P-Nail Salon,MANHATTAN,40.703517,-74.013085,1,1,9,1000024,1000100015,Battery Park City-Lower Manhattan                                          
Broad-Stone Newsstand,20 Stone Street,,New York,NY,10004,16-Oct,Personal and Professional Services,P-Newsstands,MANHATTAN,40.704014,-74.011815,1,1,9,1000025,1000100016,Battery Park City-Lower Manhattan                                          
China Chalet,90 Broad Street,,New York,NY,10004,16-Oct,Full Service Dining,F-Chinese,MANHATTAN,40.703954,-74.011592,1,1,9,1000025,1000100016,Battery Park City-Lower Manhattan                                          
Pax Wholesome Foods,90 Broad Street,,New York,NY,10004,16-Oct,Casual Eating & Takeout,F-Cafe & Eatery,MANHATTAN,40.703954,-74.011592,1,1,9,1000025,1000100016,Battery Park City-Lower Manhattan                                          
New Stone Nails,90 Broad Street,,New York,NY,,16-Oct,Personal and Professional Services,P-Nail Salon,,,,,,,,,
Whitehorse Tavern,25 Bridge Street,,New York,NY,10004,19-Oct,Full Service Dining,F-Restaurant & Bar,MANHATTAN,40.703592,-74.012533,1,1,9,1000026,1000100019,Battery Park City-Lower Manhattan                                          
Duane Reade,1 Whitehall Street,,New York,NY,10004,23-Oct,Shopping,S-Drugstores,MANHATTAN,40.703973,-74.013164,1,1,9,1000027,1000100023,Battery Park City-Lower Manhattan                                          
California Wine Merchants,15 Bridge Street,,New York,NY,10004,23-Oct,Shopping,S-Liquor Store,MANHATTAN,40.703594,-74.012825,1,1,9,1000027,1000100023,Battery Park City-Lower Manhattan                                          
General Nutrition Center,2 Broadway,,New York,NY,10004,1-Nov,Shopping,S-Nutrition & Health,MANHATTAN,40.704119,-74.013186,1,1,9,1000029,1000110001,Battery Park City-Lower Manhattan                                          
Chipotle,2 Broadway,,New York,NY,10004,1-Nov,Casual Eating & Takeout,F-Mexican,MANHATTAN,40.704119,-74.013186,1,1,9,1000029,1000110001,Battery Park City-Lower Manhattan                                          
Nine West,2 Broadway,,New York,NY,10004,1-Nov,Shopping,S-Shoes: Women's,MANHATTAN,40.704119,-74.013186,1,1,9,1000029,1000110001,Battery Park City-Lower Manhattan                                          
Ann Taylor Loft,2 Broadway,,New York,NY,10004,1-Nov,Shopping,S-Apparel: Women's,MANHATTAN,40.704119,-74.013186,1,1,9,1000029,1000110001,Battery Park City-Lower Manhattan                                          
Aerosoles,2 Broadway,,New York,NY,10004,1-Nov,Shopping,S-Shoes: Women's,MANHATTAN,40.704119,-74.013186,1,1,9,1000029,1000110001,Battery Park City-Lower Manhattan                                          
Starbucks Coffee,2 Broadway,,New York,NY,10004,1-Nov,Casual Eating & Takeout,F-Coffeehouse,MANHATTAN,40.704119,-74.013186,1,1,9,1000029,1000110001,Battery Park City-Lower Manhattan                                          
MCU Municipal Credit Union - ATM,2 Broadway,,New York,NY,10004,1-Nov,Personal and Professional Services,P-Banks and Check Cashing,MANHATTAN,40.704119,-74.013186,1,1,9,1000029,1000110001,Battery Park City-Lower Manhattan                                          
Burger King,16 Beaver Street,,New York,NY,10004,7-Nov,Casual Eating & Takeout,F-Fast Food,MANHATTAN,40.704983,-74.012375,1,1,9,1000030,1000110007,Battery Park City-Lower Manhattan                                          
Ciao Bow Wow Dog Daycare,16 Beaver Street,2nd Floor,New York,NY,10004,7-Nov,Shopping,"S-Pet Stores, Supplies & Services",MANHATTAN,40.704983,-74.012375,1,1,9,1000030,1000110007,Battery Park City-Lower Manhattan                                          
Candy Plus,16 Beaver Street,,New York,NY,10004,7-Nov,Shopping,S-Candy & Chocolate,MANHATTAN,40.704983,-74.012375,1,1,9,1000030,1000110007,Battery Park City-Lower Manhattan                                          
Yip's Restaurant,18 Beaver Street,,New York,NY,10004,9-Nov,Casual Eating & Takeout,F-Chinese,MANHATTAN,40.704978,-74.012281,1,1,9,1000031,1000110009,Battery Park City-Lower Manhattan                                          
Georgio's Pizzeria,20 Beaver Street,,New York,NY,10004,10-Nov,Casual Eating & Takeout,F-Pizza,MANHATTAN,40.704972,-74.012187,1,1,9,1000032,1000110010,Battery Park City-Lower Manhattan                                          
Emanuel's Hair & Nail Salon,22 Beaver Street,2nd Floor,New York,NY,10004,11-Nov,Personal and Professional Services,P-Hair Salon & Barber Shop,MANHATTAN,40.70497,-74.01209,1,1,9,1000034,1000110011,Battery Park City-Lower Manhattan                                          
Trader's Cafe,22 Beaver Street,,New York,NY,10004,11-Nov,Casual Eating & Takeout,F-Deli,MANHATTAN,40.70497,-74.01209,1,1,9,1000034,1000110011,Battery Park City-Lower Manhattan                                          
NYC Check Express,24 Beaver Street,,New York,NY,10004,12-Nov,Personal and Professional Services,P-Banks and Check Cashing,MANHATTAN,40.704964,-74.011996,1,1,9,1000035,1000110012,Battery Park City-Lower Manhattan                                          
Pay Half,80 Broad Street,,New York,NY,10004,21-Nov,Shopping,S-Apparel: Women's,MANHATTAN,40.704322,-74.011581,1,1,9,1000038,1000110021,Battery Park City-Lower Manhattan                                          
Citibank ATM,80 Broad Street,,New York,NY,10004,21-Nov,Personal and Professional Services,P-Banks and Check Cashing,MANHATTAN,40.704322,-74.011581,1,1,9,1000038,1000110021,Battery Park City-Lower Manhattan                                          
Quizno's,80 Broad Street,,New York,NY,10004,21-Nov,Casual Eating & Takeout,F-Fast Food,MANHATTAN,40.704322,-74.011581,1,1,9,1000038,1000110021,Battery Park City-Lower Manhattan                                          
Abigail Pessen Mediation Services,80 Broad Street,30th Floor,New York,NY,,21-Nov,Personal and Professional Services,P-Other,,,,,,,,,
First Republic Bank,80 Broad Street,,New York,NY,10004,21-Nov,Personal and Professional Services,P-Banks and Check Cashing,MANHATTAN,40.704322,-74.011581,1,1,9,1000038,1000110021,Battery Park City-Lower Manhattan                                          
Giuliano Gourmet Pizza & Deli,88 Broad Street,,New York,NY,10004,26-Nov,Casual Eating & Takeout,F-Pizza,MANHATTAN,40.704056,-74.011588,1,1,9,1000039,1000110026,Battery Park City-Lower Manhattan                                          
Nebraska Steakhouse,15 Stone Street,,New York,NY,10004,27-Nov,Full Service Dining,F-Steak,MANHATTAN,40.704034,-74.012068,1,1,9,1000040,1000117501,Battery Park City-Lower Manhattan                                          
Urban Lobster Shack,15 Stone Street,,New York,NY,10004,27-Nov,Casual Eating & Takeout,F-Seafood,MANHATTAN,40.704034,-74.012068,1,1,9,1000040,1000117501,Battery Park City-Lower Manhattan                                          
Pizza Italia,11 Stone Street,,New York,NY,10004,29-Nov,Casual Eating & Takeout,F-Pizza,MANHATTAN,40.704039,-74.012317,1,1,9,1000041,1000110029,Battery Park City-Lower Manhattan                                          
Asian Fusion on Stone,11 Stone Street,2nd Floor,New York,NY,10004,29-Nov,Full Service Dining,F-Thai,MANHATTAN,40.704039,-74.012317,1,1,9,1000041,1000110029,Battery Park City-Lower Manhattan                                          
Ancora Ristorante,11 Stone Street,1st Floor,New York,NY,10004,29-Nov,Full Service Dining,F-Italian,MANHATTAN,40.704039,-74.012317,1,1,9,1000041,1000110029,Battery Park City-Lower Manhattan                                          
National Museum of the American Indian (Gift Shop),1 Bowling Green,,New York,NY,10004,1-Dec,Shopping,"S-Gifts, Cards & Stationery",,,,,,,,,
Dunkin Donuts,1 New York Plaza,Concourse Level,New York,NY,10004,Apr-01,Casual Eating & Takeout,F-Fast Food,,,,,,,,,
Thread Eyebrow Salon,140 Nassau Street,,New York,NY,10038,100-26,Personal and Professional Services,P-Eyebrows,MANHATTAN,40.711308,-74.006345,1,1,1501,1001354,1001000026,Battery Park City-Lower Manhattan                                          
Coiffeur,140 Nassau Street,,New York,NY,10038,100-26,Personal and Professional Services,P-Hair Salon & Barber Shop,MANHATTAN,40.711308,-74.006345,1,1,1501,1001354,1001000026,Battery Park City-Lower Manhattan                                          
Bank of America ATM,140 Nassau Street,,New York,NY,10038,100-26,Personal and Professional Services,P-Banks and Check Cashing,MANHATTAN,40.711308,-74.006345,1,1,1501,1001354,1001000026,Battery Park City-Lower Manhattan                                          
Verizon Wireless,38 Park Row,,New York,NY,10038,101-1,Shopping,S-Cellular Phones,MANHATTAN,40.71181,-74.006659,1,1,1501,1001355,1001010001,Battery Park City-Lower Manhattan                                          
The Hat Corner,145 Nassau Street,,New York,NY,10038,101-1,Shopping,S-Accessories,MANHATTAN,40.71136,-74.006298,1,1,1501,1001355,1001010001,Battery Park City-Lower Manhattan                                          
Edible Arrangements,145 Nassau Street,1st Floor,New York,NY,10038,101-1,Shopping,S-Florist,MANHATTAN,40.71136,-74.006298,1,1,1501,1001355,1001010001,Battery Park City-Lower Manhattan                                          
Shoetown,145 Nassau Street,,New York,NY,10038,101-1,Shopping,S-Shoes: Women's,MANHATTAN,40.71136,-74.006298,1,1,1501,1001355,1001010001,Battery Park City-Lower Manhattan                                          
Antonella's Salon,6-8 Beekman Street,,New York,NY,10038,101-1,Personal and Professional Services,P-Hair Salon & Barber Shop,MANHATTAN,40.711533,-74.006785,1,1,1501,1001355,1001010001,Battery Park City-Lower Manhattan                                          
Starbucks Coffee,38 Park Row,,New York,NY,10038,101-1,Casual Eating & Takeout,F-Coffeehouse,MANHATTAN,40.71181,-74.006659,1,1,1501,1001355,1001010001,Battery Park City-Lower Manhattan                                          
Optimo Cigars,38 Park Row,,New York,NY,10038,101-1,Personal and Professional Services,P-Newsstands,MANHATTAN,40.71181,-74.006659,1,1,1501,1001355,1001010001,Battery Park City-Lower Manhattan                                          
Barnes & Noble Pace University Bookstore,41 Park Row,,New York,NY,,101-2,Shopping,S-Bookstores,,,,,,,,,
Bits Bites & Baguettes,22 Park Place,,New York,NY,10007,123-18,Casual Eating & Takeout,F-American,MANHATTAN,40.712886,-74.008466,1,1,21,1001397,1001230018,SoHo-TriBeCa-Civic Center-Little Italy                                     
Toastie's Deli,25 John Street,,New York,NY,10038,123-22,Casual Eating & Takeout,F-Deli,MANHATTAN,40.709768,-74.008736,1,1,1502,1001215,1000797503,Battery Park City-Lower Manhattan                                          
Starbucks Coffee,233 Broadway,,New York,NY,10007,123-22,Casual Eating & Takeout,F-Coffeehouse,MANHATTAN,40.712265,-74.007892,1,1,21,1087167,1001237501,SoHo-TriBeCa-Civic Center-Little Italy                                     
Papyrus,233 Broadway,,New York,NY,10007,123-22,Shopping,"S-Gifts, Cards & Stationery",MANHATTAN,40.712265,-74.007892,1,1,21,1087167,1001237501,SoHo-TriBeCa-Civic Center-Little Italy                                     
Woolworth Tower Kitchen,9 Barclay Street,,New York,NY,10007,123-22,Full Service Dining,F-American,MANHATTAN,40.712208,-74.008542,1,1,21,1087167,1001237501,SoHo-TriBeCa-Civic Center-Little Italy                                     
Off Track Betting,25 Park Place,,New York,NY,10007,124-11,Personal and Professional Services,P-Gaming,MANHATTAN,40.713081,-74.008852,1,1,21,1001404,1001240011,SoHo-TriBeCa-Civic Center-Little Italy                                     
Church Street Boxing Gym,25 Park Place,Basement,New York,NY,10007,124-11,Personal and Professional Services,P-Athletic Clubs/Fitness,MANHATTAN,40.713081,-74.008852,1,1,21,1001404,1001240011,SoHo-TriBeCa-Civic Center-Little Italy                                     
AT&T,113 Church Street,,New York,NY,10007,124-12,Shopping,S-Cellular Phones,MANHATTAN,40.713522,-74.009036,1,1,21,1001405,1001240012,SoHo-TriBeCa-Civic Center-Little Italy                                     
Shinjuku,105 Church Street,,New York,NY,10007,124-12,Casual Eating & Takeout,F-Japanese,MANHATTAN,40.713171,-74.00931,1,1,21,1089428,1001237502,SoHo-TriBeCa-Civic Center-Little Italy                                     
Marie Costa News Stand,27 Park Place,,New York,NY,10007,124-12,Personal and Professional Services,P-Newsstands,MANHATTAN,40.713116,-74.008931,1,1,21,1001405,1001240012,SoHo-TriBeCa-Civic Center-Little Italy                                     
Sufu Nail & Spa,113 Church Street,,New York,NY,10007,124-12,Personal and Professional Services,P-Nail Salon,MANHATTAN,40.713522,-74.009036,1,1,21,1001405,1001240012,SoHo-TriBeCa-Civic Center-Little Italy                                     
Yasha's Shoe Shine and Repair,109 Church Street,,New York,NY,10007,124-12,Personal and Professional Services,P-Shoe Repair/Shine,MANHATTAN,40.713396,-74.009133,1,1,21,1001405,1001240012,SoHo-TriBeCa-Civic Center-Little Italy                                     
Kunal Grocery Inc.,27 Park Place,#6,New York,NY,10007,124-12,Personal and Professional Services,P-Newsstands,MANHATTAN,40.713116,-74.008931,1,1,21,1001405,1001240012,SoHo-TriBeCa-Civic Center-Little Italy                                     
Club Remix,27 Park Place,,New York,NY,10007,124-12,Nightlife,N-Club,MANHATTAN,40.713116,-74.008931,1,1,21,1001405,1001240012,SoHo-TriBeCa-Civic Center-Little Italy                                     
Star Pizza,26 Murray Street,,New York,NY,10007,124-12,Casual Eating & Takeout,F-Pizza,MANHATTAN,40.713575,-74.008372,1,1,21,1001405,1001240012,SoHo-TriBeCa-Civic Center-Little Italy                                     
N.C.R. DVD Video Inc.,105 Church Street,,New York,NY,10007,124-12,Shopping,S-Adult Novelties,MANHATTAN,40.713171,-74.00931,1,1,21,1089428,1001237502,SoHo-TriBeCa-Civic Center-Little Italy                                     
Downtown Deli,107 Church Street,,New York,NY,10007,124-12,Casual Eating & Takeout,F-Deli,MANHATTAN,40.713333,-74.009184,1,1,21,1001405,1001240012,SoHo-TriBeCa-Civic Center-Little Italy                                     
KD Connelly's,6 Murray Street,,New York,NY,10007,124-21,Full Service Dining,F-Irish Pub,MANHATTAN,40.713229,-74.007622,1,1,21,1001407,1001240021,SoHo-TriBeCa-Civic Center-Little Italy                                     
Dunkin Donuts,5 Park Place,,New York,NY,10038,124-24,Casual Eating & Takeout,F-Fast Food,MANHATTAN,40.712718,-74.008055,1,1,21,1001408,1001240024,SoHo-TriBeCa-Civic Center-Little Italy                                     
Duane Reade,250 Broadway,,New York,NY,10007,124-24,Shopping,S-Drugstores,MANHATTAN,40.712982,-74.007301,1,1,21,1001408,1001240024,SoHo-TriBeCa-Civic Center-Little Italy                                     
Citibank,250 Broadway,,New York,NY,10013,124-24,Personal and Professional Services,P-Banks and Check Cashing,MANHATTAN,40.712982,-74.007301,1,1,21,1001408,1001240024,SoHo-TriBeCa-Civic Center-Little Italy                                     
Church & Dey Restaurant,Millenium Hilton Hotel,"55 Church Street, Floor 3",New York,NY,10007,80-4,Full Service Dining,F-American,,,,,,,,,
Sunny's Deli,11 Park Place,,New York,NY,10007,124-4,Casual Eating & Takeout,F-Deli,MANHATTAN,40.712828,-74.008296,1,1,21,1001399,1001240004,SoHo-TriBeCa-Civic Center-Little Italy                                     
Muscle Maker Grill,10 Murray Street,,New York,NY,10007,124-4,Casual Eating & Takeout,F-Health,MANHATTAN,40.713298,-74.007773,1,1,21,1001399,1001240004,SoHo-TriBeCa-Civic Center-Little Italy                                     
Best of the Best Deli,11 Park Place,,New York,NY,10007,124-4,Casual Eating & Takeout,F-Deli,MANHATTAN,40.712828,-74.008296,1,1,21,1001399,1001240004,SoHo-TriBeCa-Civic Center-Little Italy                                     
Little Italy Pizza,11 Park Place,,New York,NY,10007,124-4,Casual Eating & Takeout,F-Pizza,MANHATTAN,40.712828,-74.008296,1,1,21,1001399,1001240004,SoHo-TriBeCa-Civic Center-Little Italy                                     
Digital Hard Copy,14 Murray Street,,New York,NY,10007,124-7,Personal and Professional Services,P-Copy and Printing Services,MANHATTAN,40.713369,-74.007921,1,1,21,1001400,1001240007,SoHo-TriBeCa-Civic Center-Little Italy                                     
Taj Tribeca,18 Murray Street,,New York,NY,10007,124-7501,Casual Eating & Takeout,F-Indian,MANHATTAN,40.713437,-74.008073,1,1,21,1001406,1001247501,SoHo-TriBeCa-Civic Center-Little Italy                                     
Tent & Trails,21 Park Place,,New York,NY,10007,124-9,Shopping,S-Sporting Goods & Athletic Wear,MANHATTAN,40.713009,-74.008693,1,1,21,1001402,1001240009,SoHo-TriBeCa-Civic Center-Little Italy                                     
Amish Fine Food,53 Park Place,,New York,NY,10007,126-13,Shopping,F-Supermarket,MANHATTAN,40.713764,-74.010356,1,1,21,1001412,1001260013,SoHo-TriBeCa-Civic Center-Little Italy                                     
