,Cate,Cols,Id,Len,Name,Time
1116,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'dbn', 'location', 'location type', 'total sw & gc', 'total sw', 'full time', 'part time', 'bilingual', 'serving more than one location', 'atr']",vxxs-iyt2,1644.0,2015-16 guidance counselor reporting - social worker data,1502472665.0
1117,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'election', 'candid', 'candname', 'officecd', 'officeboro', 'officedist', 'canclass', 'primarypay', 'generalpay', 'runoffpay', 'totalpay']",vyxt-abab,197.0,2009 campaign payments,1315955746.0
1118,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'dbn', 'schoolname', 'bygroup', 'demographic', 'credit recovery', '#', '% within demographic', 'total # within demographic']",vz7h-p6wa,675.0,2014-2015 school closure discharge reporting - credit recovery,1502466879.0
1119,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'borough', 'postcode', 'phone', 'districts served', 'hours', 'address', 'latitude', 'longitude', 'community board', 'council district', 'census tract', 'bin', 'bbl', 'nta', 'location 1']",vz8c-29aj,13.0,borough enrollment offices,1318307405.0
1120,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'district', 'grade', 'year', 'category', 'number tested', 'mean scale score', 'level 1 #', 'level 1 %', 'level 2 #', 'level 2 %', 'level 3 #', 'level 3 %', 'level 4 #', 'level 4 %', 'level 3+4 #', 'level 3+4 %']",vza7-n6vi,2688.0,2006 - 2011 nys math test results by grade - district - by disability status,1317855138.0
1121,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'organization ', 'project title ', 'project address', 'fy award ', 'postcode', 'borough', 'latitude', 'longitude', 'community board', 'council district', 'census tract', 'bin', 'bbl', 'nta']",w38c-pyzq,4.0,police- community relations awards 2016,1514317278.0
1122,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'jurisdiction name', 'count participants', 'count female', 'percent female', 'count male', 'percent male', 'count gender unknown', 'percent gender unknown', 'count gender total', 'percent gender total', 'count pacific islander', 'percent pacific islander', 'count hispanic latino', 'percent hispanic latino', 'count american indian', 'percent american indian', 'count asian non hispanic', 'percent asian non hispanic', 'count white non hispanic', 'percent white non hispanic', 'count black non hispanic', 'percent black non hispanic', 'count other ethnicity', 'percent other ethnicity', 'count ethnicity unknown', 'percent ethnicity unknown', 'count ethnicity total', 'percent ethnicity total', 'count permanent resident alien', 'percent permanent resident alien', 'count us citizen', 'percent us citizen', 'count other citizen status', 'percent other citizen status', 'count citizen status unknown', 'percent citizen status unknown', 'count citizen status total', 'percent citizen status total', 'count receives public assistance', 'percent receives public assistance', 'count nreceives public assistance', 'percent nreceives public assistance', 'count public assistance unknown', 'percent public assistance unknown', 'count public assistance total']",w3c6-35wg,59.0,community district breakdowns,1311776082.0
1123,Housing & Development,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'borough', 'address', 'city, state and zip', 'phone', 'fax', 'postcode', 'latitude', 'longitude', 'community board', 'council district', 'census tract', 'bin', 'bbl', 'nta']",w449-f4d7,5.0,directory of dcp offices,1360783875.0
1124,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'program', 'grade or service category##', 'core course(high schools only)', 'average class size']",w49k-mmkh,54.0,2006-07 class size - citywide summary,1318528047.0
1125,Housing & Development,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'neighborhood', 'type of home', 'total no. of properties', 'number of sales', 'lowest sale price', 'average sale price', 'median sale price', 'highest sale price']",w4v6-3sdt,97.0,"dof: summary of neighborhood sales for the bronx for class 1-, 2- and 3-family homes - 2009",1317835395.0
1126,Environment,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'year', 'kgco2/mwh', 'kgch4/mw', 'kgn20/mwh', 'kgco2e/mwh']",w5he-u64t,12.0,inventory of new york city greenhouse gas emissions - electricity emission factors (2005-2016),1511539916.0
1127,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'borough', 'grade', 'year', 'demographic', 'number tested', 'mean scale score', 'num level 1', 'pct level 1', 'num level 2', 'pct level 2', 'num level 3', 'pct level 3', 'num level 4', 'pct level 4', 'num level 3 and 4', 'pct level 3 and 4']",w5y2-8cs3,490.0,2006 - 2012 english language arts (ela) test results - borough - gender,1361397736.0
1128,Social Services,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'location', 'address', 'city', 'state', 'postcode', 'contact number', 'notes', 'borough', 'latitude', 'longitude', 'community board', 'council district ', 'census tract', 'bin', 'bbl', 'nta']",w8dz-xpjh,5.0,referral centers for high school alternatives,1363727236.0
1129,Housing & Development,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'job filing number', 'filing status', 'house no', 'street name', 'borough', 'block', 'lot', 'bin', 'commmunity - board', 'work on floor', 'apt./condo no(s)', 'applicant professional title', 'applicant license #', 'applicant first name', 'applicants middle initial', 'applicant last name', ""owner's business name"", ""owner's street name"", 'city', 'state', 'zip', 'filing representative first name', 'filing representative middle initial', 'filing representative last name', 'filing representative business name', 'filing representative street name', 'filing representative city', 'filing representative state', 'filing representative zip', 'sprinkler (work type)', 'plumbing (work type)', 'initial cost', 'total construction floor area', 'review building code', 'little e', 'unmapped/cco street', 'request legalization', 'includes permanent removal', 'in compliance with nycecc', 'exempt from nycecc', 'building type', 'existing stories', 'existing height', 'existing dwelling units', 'proposed no of stories', 'proposed height', 'proposed dwelling units', 'specialinspectionrequirement', 'special inspection agency number', 'progressinspectionrequirement', 'built 1 information value', 'built 2 information value', 'built 2 a information value', 'built 2 b information value']",w9ak-ipjd,7210.0,dob now: build – job application filings,1464269649.0
1130,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'program type', 'program', 'site name', 'borough / community', 'agency', 'contact number', 'grade level / age group ', 'location 1', 'number and street address', 'postcode', 'latitude', 'longitude', 'community board', 'community council ', 'census tract', 'bin', 'bbl', 'nta']",w9cy-nnma,100.0,dycd after-school programs: reading and writing literacy programs,1314988822.0
1131,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'borough', 'census year', 'mexican', 'puerto rican', 'cuban', 'dominican republic', 'central american - costarican', ' central american - honduran', ' central american - guatemalan', ' central american -  nicaraguan', '  central american - panamanian', '  central american - salvadoran', ' other central american', 'south american - argentinean', ' south american - bolivian', 'south american - chilean', 'south american - colombian', 'south american - ecuadorian', 'south american - paraguayan', 'south american - peruvian', ' south american - uruguayan', 'south american - venezuelan', ' other south american', ' other hispanic - other spaniard', ' other hispanic - spanish', ' other hispanic - spanish american', ' all other hispanic or latino']",w9du-8cu6,5.0,hispanic population by selected subgroups by borough,1361398369.0
1132,Health,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'objectid', 'a', 'service category', 'service type', 'walk-in', 'insurance', 'children', 'facility name ', 'address', 'city', 'borough', 'latitude', 'longitude', 'zip code', 'phone', 'website', 'monday', 'tuesday', 'wednesday', 'thursday', 'friday', 'saturday', 'sunday', 'more information', 'dohmh website', 'location']",w9ei-idxz,885.0,new york city locations providing seasonal flu vaccinations,1389801219.0
1133,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'appeal type', 'appeal subtype', 'agency', 'status', 'date filed', 'date closed', 'exam no.', 'title', 'expiration', 'extension', 'acronym']",wbtw-zkex,1702.0,appeals closed in 2016,1494280882.0
1134,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'region###', 'program', 'grade or service category##', 'core course(high schools only)', 'average class size']",weaz-wxw9,538.0,2006-07 class size - by region,1318527749.0
1135,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'dbn', 'district', 'school', 'school support organization/network', 'progress report type', 'school level*', ' peer index* ', 'grade', 'overall score', 'environment category score', 'performance category score', 'progress category score', 'additional credit', 'quality review score']",weg5-33pj,1262.0,2006-2007 school progress report,1361420390.0
1136,Health,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'birth year', 'sex of infant', 'race or ethnicity of mother', 'births', 'percentage']",wffy-3iyg,80.0,natality,1492628210.0
1137,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta']",wgsy-wbzx,200.0,fy17 pmmr agency resources test,1486664496.0
1138,Public Safety,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'region', 'supervision closing reason', 'month', 'year', 'supervision closing count']",wha7-46h5,64.0,dop juvenile case closings by reason,1479743291.0
1139,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'bin number', 'building', 'sqft', 'electric', ' 2006 natural gas usage', '2006 fuel oil #2- delivery', '2006 fuel oil #4 - delivery', '2006 fuel oil #6 - delivery', '2006 steam usage', '2011 electric usage', '2011 natural gas usage ', '2011 fuel oil #2 b5 - delivery', '2011 fuel oil #2- delivery', '2011 fuel oil #4 - delivery', '2011 fuel oil #6 - delivery', '2011 steam usage', 'types']",whux-iuiu,65.0,oil usage ( select city owned buildings),1346951597.0
1140,Recreation,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'boro/central library', 'network', 'branch', 'adult program', 'adult attendance', 'young adult program', 'young adult attendance', 'juvenile program', 'juvenile attendance', 'outreach services program', 'outreach services attendance', ' total program', ' total attendance', ' reference transactions adult', ' reference transactions young adult', ' reference transactions juvenile', ' reference transactions', 'circulation adult', 'circulation young adult', 'circulation juvenile', 'circulation', 'weekly hours of public service']",wibz-uqui,16.0,nypl branch services - staten island,1320078349.0
1141,Public Safety,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'boro_total', 'ipv_hom_15', 'ipv_ hom_16', 'ipv_dirs_15', 'ipv_dirs_16', 'fjc_ clientv_15', 'fjc_ clientv_16', 'dv_hotlinec_15', 'dv_hotlinec_16', 'pt_ train_16', 'p t_train_ par_16', 'acad_you_ws_16', 'acad_you_ ws_ par_16', 'acad_ps_ws_16', 'acad_ps_ws_par_16', 'acad_tot_ws_16', 'acad_tot_ par_16']",wip6-ytad,6.0,mayor's office to combat domestic violence annual fact sheet,1505318187.0
1142,Business,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'analysed?', 'description', 'photo', 'note', 'type', 'height', 'size', '# of signs (panel a)', 'width (panel a)', 'height (panel a)', 'area (panel a)', '# of signs (panel b)', 'width (panel b)', 'height (panel b)', 'area (panel b)', 'total # of signs', 'total area', 'address', 'postcode', 'borough', 'latitude', 'longitude', 'community board', 'community council ', 'census tract', 'bin', 'bbl', 'nta', 'location 1']",wjtn-s4z7,50.0,clear channel sign list - times square,1320080950.0
1143,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'fiscal year', 'statistic type name', 'statistic type count']",wkaa-8g8b,115.0,doc annual statistics,1362580101.0
1144,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'district', 'grade', 'year', 'category', 'number tested', 'mean scale score', 'level1_n', 'level1_%', 'level2_n', 'level2_%', 'level3_n', 'level3_%', 'level4_n', 'level4_%', 'level3+4_n', 'level3+4_%']",wmi7-dkwa,2240.0,2013-2017 district math results - swd,1506354528.0
1145,Transportation,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'id', 'gis id', 'roadway name', 'from', 'to', 'direction', 'date', '12:00-1:00 am', '1:00-2:00am', '2:00-3:00am', '3:00-4:00am', '4:00-5:00am', '5:00-6:00am', '6:00-7:00am', '7:00-8:00am', '8:00-9:00am', '9:00-10:00am', '10:00-11:00am', '11:00-12:00pm', '12:00-1:00pm', '1:00-2:00pm', '2:00-3:00pm', '3:00-4:00pm', '4:00-5:00pm', '5:00-6:00pm', '6:00-7:00pm', '7:00-8:00pm', '8:00-9:00pm', '9:00-10:00pm', '10:00-11:00pm', '11:00-12:00am']",wng2-85mv,3393.0,traffic volume counts (2011-2012),1399560821.0
1146,Social Services,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'category', '2005 number', '2005 percent of total', '2006 number', '2006 percent of total', '2007 number', '2007 percent of total', '2008 number', '2008 percent of total', '2009 number', '2009 percent of total']",wqr5-zmgj,4.0,where civilian complaints were reported 2005 - 2009,1317328525.0
1147,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'fiscal_year', 'location', 'print_order', 'attribute_reference', 'attribute_category', 'need_name', 'category', 'sub_category', 'column l: fy15 weight', 'column m: fy15 per capita (no ats growth)', 'column n: fy14 actual registers', 'column o: projected register', 'column p: projected formula', 'column q: register change', 'column r: register dollar change']",wr4r-bue7,56772.0,fair student funding budget detail 1,1445280629.0
1148,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'dbn', 'grade', 'year', 'demographic', 'number tested', 'mean scale score', 'num level 1', 'pct level 1', 'num level 2', 'pct level 2', 'num level 3', 'pct level 3', 'num level 4', 'pct level 4', 'num level 3 and 4', 'pct level 3 and 4']",wrhz-w8mn,33447.0,2006 - 2012 english language arts (ela) test results- school - all students,1361397984.0
1149,Social Services,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'agency', 'epin', 'procurement title', 'procurement description', 'service name']",ws4c-4g69,594.0,hhs accelerator past procurements,1417035317.0
1150,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'borough', 'grade level', 'program type', 'department', 'subject', 'number of students', 'number of classes', 'average class size']",wstu-wcnw,468.0,2017 - 2018 november2017 avg class size borough mshs - open data portal,1511881629.0
1151,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'borough', 'grade level', 'program type', 'class size', 'number of students', 'number of classes', '% of students within grade']",wtqm-fd2z,1033.0,2017 - 2018 november2017 pct class size borough k8 - open data portal,1511879817.0
1152,Public Safety,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'other patrol services bureau commands', '2005', '2006', '2007', '2008', '2009', 'total']",wudr-qbgm,2.0,ccrb: attribution of complaints to other patrol services bureau commands 2005 - 2009,1315947949.0
1153,Housing & Development,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'staten island condominium property boro-block-lot', 'staten island condominium property condo section', 'staten island condominium property address', 'borough', 'postcode', 'latitude', 'longitude', 'community board', 'council district', 'census tract', 'bin', 'bbl', 'nta', 'staten island condominium property neighborhood', 'staten island condominium property building classification', 'staten island condominium property total units', 'staten island condominium property year built', 'staten island condominium property gross sqft', 'staten island condominium property est. gross income', 'staten island condominium property gross income per sqft', 'staten island condominium property full market value', 'staten island condominium property market value per sqft', ' comparable rental 1 boro-block-lot', 'comparable rental 1 address', 'comparable rental 1  neighborhood', 'comparable rental 1  building classification', 'comparable rental 1  total units', 'comparable rental 1  year built', 'comparable rental 1  gross sqft', 'comparable rental 1  est. gross income', 'comparable rental 1  gross income per sqft', 'comparable rental 1 full market value', 'comparable rental 1  market value per sqft', 'comparable rental 1  dist. from coop in miles', 'comparable rental 2  boro-block-lot', 'comparable rental 2  address', 'comparable rental 2  neighborhood', 'comparable rental 2  building classification', 'comparable rental 2  total units', 'comparable rental 2  year built', 'comparable rental 2  gross sqft', 'comparable rental 2  est. gross income', 'comparable rental 2  gross income per sqft', 'comparable rental 2  full market value', 'comparable rental 2  market value per sqft', 'comparable rental 2  dist. from coop in miles']",wv4q-e75v,24.0,dof: condominium comparable rental income –staten island – fy 2009/2010,1317325580.0
1154,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'vote year', 'council district', 'category', 'project number', 'title', 'description', 'address', 'votes', 'winner', 'cost', 'bp funding', 'borough code', 'latitude', 'longitude', 'postcode', 'community board', 'census tract', 'bin', 'bbl', 'nta']",wwhr-5ven,1491.0,participatory budgeting projects,1494437904.0
1155,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'year', 'patrol services bureau', 'other commands', 'special operation division', 'other patrol services bureau', 'special operations division', 'traffic control division', 'transit bureau', 'housing bureau', 'organized crime control bureau', 'detective bureau', 'deputy commissioners and misc. commands', 'internal affairs bureau', 'criminal justice bureau', 'support services bureau', 'personnel bureau']",wwsa-q2dq,3.0,attribution of complaints to different bureaus,1361828503.0
1156,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'event id', 'event name', 'start date/time', 'end date/time', 'event agency', 'event type', 'event borough', 'event location', 'event street side', 'street closure type', 'community board', 'police precinct']",wyca-yviy,8.0,opendata - farmers markets,1441395319.0
1157,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'project name', 'project received date', 'interagency project manager', 'project id number op', 'project description/type', 'impacted park id(s)', 'impacted park name(s)', 'address/intersection', 'borough', 'multisite project? ', 'sponsoring agency/entity', 'primary scope of work', 'sponsoring agency/entity contact name op', 'sponsoring agency/entity contact email op', 'impacted parks division(s)', 'park impact type', 'contract value ($)  op', 'current phase', 'scoping initiated/kick-off op', 'scoping response due date op', 'design consultant op', 'consultant contact name op', 'consultant contact email op', 'public design commission approval required', 'preliminary public design commission approval', 'final public design commission approval', 'mass mailing #1 received date', 'mass mailing #2 received date', 'mass mailing #3 received date', 'design completion date op', 'construction manager op', 'construction manager name op', 'construction manager email op', 'construction manager company op', 'construction kickoff op', 'expected construction end date op', 'actual construction end date op', 'contractor for construction permit firm name', 'contractor contact name op', 'contract contact email op', 'contract contact address op', 'construction permit request received date', 'construction permit id', 'latest site visit', 'forestry permit status', 'forestry permit id number', 'construction permit special conditions', 'borough approval date', 'borough approval received from', 'permit issuance date', 'permit start date', 'original permit expiration date', 'latest permit extension/amendment request date', 'latest permit extension/amendment issuance date', 'latest permit expiration date', 'permit amendment content', 'exploratory permit id', 'substantial completion date op', 'final inspection date', 'latest inspection site visit', 'punchlist generated', 'conditional letter issued', 'borough approval received from 2', 'final acceptance of park by borough', 'final acceptance letter date', 'created', 'modified', 'coordinates']",wye7-nyek,271.0,interagency coordination and construction permits data (mosys),1512410403.0
1158,Housing & Development,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'log #', 'complaint #', 'date', 'address #', 'street name', 'borough', 'postcode', 'district', 'work reported', 'closed', 'issued violation?', 'latitude', 'longitude', 'community board', 'council district', 'census tract', 'bin', 'bbl', 'nta']",wz5f-jajk,1381.0,landmarks violations,1517413560.0
1159,Transportation,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'schoolname', 'number', 'street', 'unit', 'city', 'state', 'postcode', 'latitude', 'longitude', 'contact', 'telephone', 'email', 'web', 'languagesoffered', 'courseprice', 'examprice', 'date', 'time', 'location 1', 'borough', 'community board', 'council district', 'census tract', 'bin', 'bbl', 'nta']",wzur-rhz9,26.0,tlc driver education 24 hour course providers,1476984218.0
1160,Social Services,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'unique key', 'created date', 'closed date', 'agency', 'agency name', 'complaint type', 'descriptor', 'location type', 'incident zip', 'incident address', 'street name', 'cross street 1', 'cross street 2', 'intersection street 1', 'intersection street 2', 'address type', 'city', 'landmark', 'facility type', 'status', 'due date', 'resolution description', 'resolution action updated date', 'community board', 'borough', 'x coordinate (state plane)', 'y coordinate (state plane)', 'park facility name', 'park borough', 'school name', 'school number', 'school region', 'school code', 'school phone number', 'school address', 'school city', 'school state', 'school zip', 'school not found', 'school or citywide complaint', 'vehicle type', 'taxi company borough', 'taxi pick up location', 'bridge highway name', 'bridge highway direction', 'road ramp', 'bridge highway segment', 'garage lot name', 'ferry direction', 'ferry terminal name', 'latitude', 'longitude', 'location']",x273-tgv9,17123.0,2017 - 311 consumer complaints for dca,1516978263.0
1161,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'borough', 'cohort year', 'cohort category', 'demographic', 'total cohort num', 'total grads num', 'total grads pct of cohort', 'total regents num', 'total regents pct of cohort', 'total regents pct of grads', 'advanced regents num', 'advanced regents pct of cohort', 'advanced regents pct of grads', 'regents w/o advanced num', 'regents w/o advanced pct of cohort', 'regents w/o advanced pct of grads', 'local num', 'local pct of cohort', 'local pct of grads', 'still enrolled num', 'still enrolled pct of cohort', 'dropped out num', 'dropped out pct of cohort']",x2hp-8ukt,440.0,2005 - 2011 graduation outcomes - borough - ethnicity,1361413857.0
1162,Environment,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', '  site', 'date', 'giardia / 50l', 'cryptosporidium / 50l', 'qualifiers']",x2s6-6d2j,515.0,dep - cryptosporidium and giardia data set,1393972103.0
1163,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'dbn', 'school name', 'school pupil-teacher ratio']",x3kb-2vbv,1571.0,2015-2016 class size report - pupil to teacher ratio,1502380079.0
1164,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'dbn', 'school name', 'grade', 'year', 'category', 'number tested', 'mean scale score', 'level1_n', 'level1_%', 'level2_n', 'level2_%', 'level3_n', 'level3_%', 'level4_n', 'level4_%', 'level3+4_n', 'level3+4_%']",x4ai-kstz,47546.0,2013-2017 school math results - gender,1506355113.0
1165,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'borough', 'admin district', 'geographical district', 'pe works cohort', 'dbn', 'school level ', 'student enrollment', 'full time licensed pe teachers*', 'part time licensed pe teachers - f status pe teachers - as of 10/31/2015 (ape teachers not included) - elementary, early childhood, and k-8 teachers providing physical education under a common branch license are not included', 'part time licensed pe teachers - itinerant pe teachers - as of 10/31/2015 (ape teachers not included) - elementary, early childhood, and k-8 teachers providing physical education under a common branch license are not included', 'part time licensed pe teachers - sum of f status and itinerant', 'total part time and full time licensed pe teachers - as of 10/31/2015 (ape teachers not included) - elementary, early childhood, and k-8 teachers providing physical education under a common branch license are not included', 'shared licensed pe teachers with another school - as of 10/31/2015 (ape teachers not included) - elementary, early childhood, and k-8 teachers providing physical education under a common branch license are not included', 'ratio of full time licensed pe teachers to students - as of 10/31/2015 (ape teachers not included) - elementary, early childhood, and k-8 teachers providing physical education under a common branch license are not included']",x4sg-2jca,1630.0,pe report,1498513210.0
1166,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'fy', 'agency', 'organization name', 'project title', 'amount requested', 'funded amount', 'community board', 'organization address', 'city', 'state', 'postcode', 'borough', 'latitude', 'longitude', 'council district ', 'census tract', 'bin', 'bbl', 'nta']",x4ud-jhxu,45.0,tourism grants,1394126545.0
1167,Social Services,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'city', 'estimated unsheltered population', 'total population', 'ratio of unsheltered homeless to general population']",x56h-7iwp,6.0,directory of unsheltered street homeless to general population ratio 2009,1359586284.0
1168,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'publication date', 'agency number', 'report sort', 'agency name', 'line number', 'line number description', 'fiscal year 1', 'prior year actual', 'year 1 executive bud', 'year 1 actual', 'year 1 forecast', 'year 2 estimate', 'year 3 estimate', 'year 4 estimate', 'year 5 estimate']",x5tk-fa54,5322.0,expense financial plan - exec,1462395007.0
1169,Business,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'store', 'bus city', 'postcode', 'year opened', 'business size', 'category', 'business phone', 'location 1', 'borough', 'latitude', 'longitude', 'community board', 'community council ', 'census tract', 'bin', 'bbl', 'nta']",x84u-rirx,292.0,jamica center bid businesses,1317923207.0
1170,Public Safety,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'race', '2005 number', '2005 percent of total', '2006 number', '2006 percent of total', '2007 number', '2007 percent of total', '2008 number', '2008 percent of total', '2009 number', '2009 percent of total', '5 yr number', '5 yr percent of subtotal']",x8rc-3utf,8.0,race of victims whose allegations were substantiated 2005 - 2009,1317323085.0
1171,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'agency name', 'data set title', 'dataset description', 'update', 'date', 'agency comment']",xagh-idmf,37.0,2017 nyc open data plan - list of datasets removed,1499965911.0
1172,Public Safety,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'type of abuse of authority allegation', 'substantiated number', 'sunstantiated rate', 'exonerated number', 'exonerated rate', 'unsubstantiated number', 'unsubstantiated rate', 'unfounded number', 'unfounded rate', 'officer unidentified number', 'officer unidentified rate', 'miscellaneous', 'miscellaneous rate']",xah7-gu5w,8.0,disposition of offensive language allegations 2007,1317251920.0
1173,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'dbn', 'ontrack_year1_2013', 'graduation_rate_2013', 'college_career_rate_2013', 'student_satisfaction_2013', 'ontrack_year1_2012', 'graduation_rate_2012', 'college_career_rate_2012', 'student_satisfaction_2012', 'ontrack_year1_historic_avg_similar_schls', 'graduation_rate_historic_avg_similar_schls', 'college_career_rate_historic_avg_similar_schls', 'student_satisfaction_historic_avg_similar_schls', 'quality_review_rating', 'quality_review_year']",xahu-rkwn,436.0,2014-2015 doe high school performance-directory,1414617486.0
1174,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'agency', 'dataset name', 'url', 'does the data utilize the standard field layout and address presentation?']",xcah-6evp,367.0,2017 nyc open data plan - address standardization,1499967847.0
