	Cols	Id	Name	Len	Time	Cate
1080	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, program type, program, site name, borough / community, agency, contact number, grade level / age group , location 1, number and street address, postcode, latitude, longitude, community board, community council , census tract, bin, bbl, nta"	uvks-tn5n	dycd  after-school programs: out of school time	609	1314817483	Education
1081	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, name, district, borough, political party"	uvw5-9znb	council members	51	1424196320	City Government
1082	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, service name, provider name, mission statement, website, address line 1, address line 2, city, state, zip code"	uyiw-98i7	hhs accelerator prequalified providers	19651	1417724869	Social Services
1083	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, studio name, postcode, phone, fax, website, email, location 1, number and street address, borough, latitude, longitude, community board, community council , census tract, bin, bbl, nta"	v2kq-qrx6	production studio map	25	1318106752	Recreation
1084	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, organized crime control bureau, 2005, 2006, 2007, 2008, 2009, total"	v3a6-muuw	ccrb: attribution of complaints to the organized crime control bureau 2005 ¨¹ 2009	13	1316039481	Public Safety
1085	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, category, 2005 number of allegations against officers with subbed fado allegation, 2005 number of allegations against officers without subbed fado allegation, 2006 number of allegations against officers with subbed fado allegation, 2006 number of allegations against officers without subbed fado allegation, 2007 number of allegations against officers with subbed fado allegation, 2007 number of allegations against officers without subbed fado allegation, 2008 number of allegations against officers with subbed fado allegation, 2008 number of allegations against officers without subbed fado allegation, 2009 number of allegations against officers with subbed fado allegation, 2009 number of allegations against officers without subbed fado allegation, total"	v3f6-2e7z	ccrb: determinations to recommend other misconduct  2005 - 2009	8	1316117124	Public Safety
1086	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, agency, dataset, dataset description, update frequency, planned release date, available, link, behind schedule"	v475-8jcj	2014 nyc open data plan	434	1378769822	City Government
1087	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, dbn, school name, cohort year, category, total cohort #, total grads #, total grads % of cohort,  total regents #,  total regents % of cohort,  total regents % of grads,  advanced regents #,  advanced regents % of cohort,  advanced regents % of grads, regents w/o advanced #, regents w/o advanced % of cohort, regents w/o advanced % of grads, local #, local % of cohort, local % of grads, still enrolled #, still enrolled % of cohort, dropped out #, dropped out % of cohort"	v575-87iz	2014-15 graduation outcomes - total	17095	1502475160	Education
1088	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, company name, address, phone, website, location 1, borough, postcode, latitude, longitude, community board, community council , census tract, bin, bbl, nta"	v8qe-fx6p	times square hotels	41	1311712925	Business
1089	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, borough, calendar year, filed violation count"	vbgf-ket3	dop juvenile violations of probation filed by calendar year	60	1396887749	City Government
1090	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, dbn, grade, year, category, number tested, mean scale score, level 1 #, level 1 %, level 2 #, level 2 %, level 3 #, level 3 %, level 4 #, level 4 %, level 3+4 #, level 3+4 %"	vdbc-pyc9	2006 - 2011 nys math test results by grade - school level - by disability status	55086	1317921948	Education
1091	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, agency, data set title, dataset description, update frequency, release date, date status, agency comment"	vdem-2i66	2016 nyc open data plan	212	1468596449	City Government
1092	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, fiscal_year, location, s1: label a: fy14 revised base , s1: label b: fsf & tl 09 c4e ctt , s1: label c: fsf over formula, s2: label d: fsf preliminary, s2: label a: fy14 revised base, s2: label f: register change, s2: label g: teacher salary growth, s2: label h: new school foundation, s3: label i: fy14 fsf at 100%, s3: foundation  , s3: label d - foundation, s3: label i - foundation, s3: label j: fsf final%, s4: label d: fy14 fsf initial, s4: ac name: fsf (hs), s4: ac name: tl09 c4e ctt (hs), s4: ac name: funds over formula, s5: tl se transitional funding, as_of_date"	ven4-h25u	2014 - 2015 school budget overview	1577	1444943781	Education
1093	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, publication date, fiscal year, fundind source name, fps group, fps group name, agency number, agency name, revenue category, revenue category name, revenue class code, revenue class name, budget code, revenue source, revenue source name, revenue structure description, adopted budget amount, current modified budget amount, yr1_fy, year 1 revenue amount, year 2 revenue amount, year 3 revenue amount, year 4 revenue amount"	vf4p-p8ui	revenue budget & financial plan--qtr1	3213	1480459454	City Government
1094	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, district, grade, year, category, number tested, mean scale score, level1_n, level1_%, level2_n, level2_%, level3_n, level3_%, level4_n, level4_%, level3+4_n, level3+4_%"	vfdq-dvkf	2013-2017 district math results - economic	2240	1506354121	Education
1095	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, borough, grade, year, demographic, number tested, mean scale score, num level 1, pct level 1, num level 2, pct level 2, num level 3, pct level 3, num level 4, pct level 4, num level 3 and 4, pct level 3 and 4"	vfk9-3uwk	2006 - 2012 english language arts (ela) test results - borough - swd	490	1361397749	Education
1096	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, election, officecd, candid, canclass, candlast, candfirst, candmi, committee, filing, schedule, pageno, sequenceno, refno, inv_date, date, name, c_code, org_ind, number, street, unit, city, state, postcode, latitude, longitude, community board, council district , census tract, bin, bbl, nta, pay_method, amnt, purposecd, purpose, explain, exemptcd, rr_ind, seg_ind"	vg63-xw6u	2009 campaign expenditures	65908	1315955266	City Government
1097	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, demographic, dbn, school name, cohort, total cohort, total grads - n, total grads - % of cohort, total regents - n, total regents - % of cohort, total regents - % of grads, advanced regents - n, advanced regents - % of cohort, advanced regents - % of grads, regents w/o advanced - n, regents w/o advanced - % of cohort, regents w/o advanced - % of grads, local - n, local - % of cohort, local - % of grads, still enrolled - n, still enrolled - % of cohort, dropped out - n, dropped out - % of cohort"	vh2h-md7a	2005-2010 graduation outcomes - school level	25096	1318969687	Education
1098	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, year, category, distinct donors, number of donations, total weight (short tons), total declared value ($)"	vhtt-kpwy	dcla materials for the arts - donor information	20	1414108945	City Government
1099	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, boro, geo dist, city council district, bldg id, bldg name, # of student bathrooms, are bathrooms opened all the time?, is any bathroom shared? , # of non-instructional space used, is any non-instructional space shared?"	vimb-anc6	2015 2016 local law 60 bathroom& non- instructional space	1456	1502211992	Education
1100	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, borough, total investigations assigned, month, year, investigations assigned count"	vk9f-gvzq	dop juvenile investigations assigned	16	1479743302	Public Safety
1101	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, borough, grade, year, category, number tested, mean scale score, level 1 #, level 1 %, level 2 #, level 2 %, level 3 #, level 3 %, level 4 #, level 4 %, level 3+4 #, level 3+4 %"	vn2t-jh2b	2006 - 2011 english language arts (ela) test results by grade - boro - by english proficiency status	420	1317844946	Education
1102	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, premium categories, family size (1 ind.)\nmonthly income, family size (2 nos.)\nmonthly income, family size (3 nos.)\nmonthly income, family size (4 nos.)\nmonthly income, family size (5 nos.)\nmonthly income, each additional person add"	vpb3-uf7s	child health plus income levels	7	1363717239	City Government
1103	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, borough, grade, year, category, number tested, mean scale score, level1_n, level1_%, level2_n, level2_%, level3_n, level3_%, level4_n, level4_%, level3+4_n, level3+4_%"	vpdq-ktpr	2013-2017 borough math results - economic	350	1506348461	Education
1104	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, tru, start_date, end_date, status_description, street_activity, premise_no, street_name, borough, zip_code, facility_aka, facility_type, bin, block, lot, cross_street_on, cross_street_between, cross_street_and, building_owner_name, contractor_name, air_monitor_name, entire_floor, floor, section, acm_type, acm_amount, acm_unit, abatement_type, procedure_name, latitude, longitude, community_board, council_district, census_tract, bbl, nta"	vq35-j9qm	asbestos control program (acp7)	10038	1519242368	Environment
1105	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, district, grade, year, demographic, number tested, mean scale score, num level 1, pct level 1, num level 2, pct level 2, num level 3, pct level 3, num level 4, pct level 4, num level 3 and 4, pct level 3 and 4"	vqix-8bak	english language arts (ela) test results 2006-2012 - district - ethnicity	6272	1361397882	Education
1106	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, year, citiwide service desk tasks, number"	vr2i-c3qq	citiwide service desk statistics	6	1360334701	City Government
1107	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, isn, dvt_rotow_tagno, dvt_district, dvt_tagdt, dvt_tagtm, dvt_location, dvt_between_1, dvt_between_2, dvt_make, dvt_color, dvt_type, dvt_tid_e, dvt_timestmp_e, dvt_operid_e, dvt_status_cd, dvt_fill_a, dvt_final_disp_cd, dvt_final_disp_dt, dvt_final_disp_tm, dvt_final_tid, dvt_final_timestmp, dvt_final_operid, dvt_tag_no, dvt_outstand_ind"	vr8p-8shw	derelict vehicle dispositions - tow	61140	1432326089	City Government
1108	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, dbn, district, school, principal, 2008-09 school support organization, progress report type, school level*, peer index*, overall grade, overall score, environment category score, environment grade, performance category score, performance grade, progress category score, progress grade, additional credit, 2007-08 progress report grade, most recent quality review score, 2008-09 state accountability status"	vrn4-2abs	2008 - 2009 school progress report	1543	1361421463	Education
1109	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, dbn, site id, school name, year, total enrollment (half day & full day), #female, %female, #male, %male, #asian, %asian, #black, %black, #hispanic, %hispanic, #other, %other, #white, %white"	vrs9-g7kz	2017 diversity report pre-kindergarten	1873	1511292886	Education
1110	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, region, name, phone number, locations, notes, location 1, borough, postcode, latitude, longitude, community board, community council , census tract, bin, bbl, nta"	vspn-8tzq	office of adult and continuing education location directory	9	1363724875	Social Services
1111	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, agency, indicator id, indicator name, indicator sequence, sub-indicator, subindicator sequence, record type, desired direction, critical flag, geography, measure type, fiscal year, conditional format, raw value, format type, value percent, value number, value currency, value time, value ratio"	vuae-w6cg	pmmr 2014 raw data	21501	1392921659	City Government
1112	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, grade, year, demographic, number tested, mean scale score, num level 1, pct level 1, num level 2, pct level 2, num level 3, pct level 3, num level 4, pct level 4, num level 3 and 4, pct level 3 and 4"	vve2-26rs	2006 - 2012 math test results - citywide - ethnicity	196	1361414660	Education
1113	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, borough, block, lot, bin, building, agency, 2010 rating *, 2010 source eui (kbtu/sq.ft.), 2010 ghg emissions intensity (kgco2e/ftÂ²) ¨¹ , 2011 rating * , 2011 source eui (kbtu/sq.ft.), 2011 ghg emissions intensity (kgco2e/ftÂ²) ¨¹ , 2012 rating *, 2012 source eui (kbtu/sq.ft.), 2012 ghg emissions intensity (kgco2e/ftÂ²) ¨¹ , 2013 rating *, 2013 source eui (kbtu/sq.ft.), 2013 ghg emissions intensity (kgco2e/ftÂ²) ¨¹ , epapmbenchmarkedas, campus name"	vvj6-d5qx	nyc municipal building energy benchmarking results	3388	1329236961	City Government
1114	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, borough, fiscal year (ending in june), charge type, investigation count"	vvym-pu7g	dop adult investigations by fiscal year	120	1393450228	City Government
1115	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, dbn, school_name, boro, overview_paragraph, school_10th_seats, academicopportunities1, academicopportunities2, academicopportunities3, academicopportunities4, academicopportunities5, ell_programs, language_classes, advancedplacement_courses, diplomaendorsements, neighborhood, shared_space, campus_name, building_code, location, phone_number, fax_number, school_email, website, subway, bus, grades2018, finalgrades, total_students, start_time, end_time, addtl_info1, extracurricular_activities, psal_sports_boys, psal_sports_girls, psal_sports_coed, school_sports, graduation_rate, attendance_rate, pct_stu_enough_variety, college_career_rate, pct_stu_safe, girls, boys, pbat, international, specialized, transfer, ptech, earlycollege, geoeligibility, school_accessibility_description, prgdesc1, prgdesc2, prgdesc3, prgdesc4, prgdesc5, prgdesc6, prgdesc7, prgdesc8, prgdesc9, prgdesc10, directions1, directions2, directions3, directions4, directions5, directions6, directions7, directions8, directions9, directions10, requirement1_1, requirement1_2, requirement1_3, requirement1_4, requirement1_5, requirement1_6, requirement1_7, requirement1_8, requirement1_9, requirement1_10, requirement2_1, requirement2_2, requirement2_3, requirement2_4, requirement2_5, requirement2_6, requirement2_7, requirement2_8, requirement2_9, requirement2_10, requirement3_1, requirement3_2, requirement3_3, requirement3_4, requirement3_5, requirement3_6, requirement3_7, requirement3_8, requirement3_9, requirement3_10, requirement4_1, requirement4_2, requirement4_3, requirement4_4, requirement4_5, requirement4_6, requirement4_7, requirement4_8, requirement4_9, requirement4_10, requirement5_1, requirement5_2, requirement5_3, requirement5_4, requirement5_5, requirement5_6, requirement5_7, requirement5_8, requirement5_9, requirement5_10, requirement6_1, requirement6_2, requirement6_3, requirement6_4, requirement6_5, requirement6_6, requirement6_7, requirement6_8, requirement6_9, requirement6_10, requirement7_1, requirement7_2, requirement7_3, requirement7_4, requirement7_5, requirement7_6, requirement7_7, requirement7_8, requirement7_9, requirement7_10, requirement8_1, requirement8_2, requirement8_3, requirement8_4, requirement8_5, requirement8_6, requirement8_7, requirement8_8, requirement8_9, requirement8_10, requirement9_1, requirement9_2, requirement9_3, requirement9_4, requirement9_5, requirement9_6, requirement9_7, requirement9_8, requirement9_9, requirement9_10, requirement10_1, requirement10_2, requirement10_3, requirement10_4, requirement10_5, requirement10_6, requirement10_7, requirement10_8, requirement10_9, requirement10_10, requirement11_1, requirement11_2, requirement11_3, requirement11_4, requirement11_5, requirement11_6, requirement11_7, requirement11_8, requirement11_9, requirement11_10, requirement12_1, requirement12_2, requirement12_3, requirement12_4, requirement12_5, requirement12_6, requirement12_7, requirement12_8, requirement12_9, requirement12_10, offer_rate1, offer_rate2, offer_rate3, offer_rate4, offer_rate5, offer_rate6, offer_rate7, offer_rate8, offer_rate9, offer_rate10, program1, program2, program3, program4, program5, program6, program7, program8, program9, program10, code1, code2, code3, code4, code5, code6, code7, code8, code9, code10, interest1, interest2, interest3, interest4, interest5, interest6, interest7, interest8, interest9, interest10, method1, method2, method3, method4, method5, method6, method7, method8, method9, method10, seats9ge1, seats9ge2, seats9ge3, seats9ge4, seats9ge5, seats9ge6, seats9ge7, seats9ge8, seats9ge9, seats9ge10, grade9gefilledflag1, grade9gefilledflag2, grade9gefilledflag3, grade9gefilledflag4, grade9gefilledflag5, grade9gefilledflag6, grade9gefilledflag7, grade9gefilledflag8, grade9gefilledflag9, grade9gefilledflag10, grade9geapplicants1, grade9geapplicantsperseat1, grade9geapplicants2, grade9geapplicantsperseat2, grade9geapplicants3, grade9geapplicantsperseat3, grade9geapplicants4, grade9geapplicantsperseat4, grade9geapplicants5, grade9geapplicantsperseat5, grade9geapplicants6, grade9geapplicantsperseat6, grade9geapplicants7, grade9geapplicantsperseat7, grade9geapplicants8, grade9geapplicantsperseat8, grade9geapplicants9, grade9geapplicantsperseat9, grade9geapplicants10, grade9geapplicantsperseat10, seats9swd1, seats9swd2, seats9swd3, seats9swd4, seats9swd5, seats9swd6, seats9swd7, seats9swd8, seats9swd9, seats9swd10, grade9swdfilledflag1, grade9swdfilledflag2, grade9swdfilledflag3, grade9swdfilledflag4, grade9swdfilledflag5, grade9swdfilledflag6, grade9swdfilledflag7, grade9swdfilledflag8, grade9swdfilledflag9, grade9swdfilledflag10, grade9swdapplicants1, grade9swdapplicantsperseat1, grade9swdapplicants2, grade9swdapplicantsperseat2, grade9swdapplicants3, grade9swdapplicantsperseat3, grade9swdapplicants4, grade9swdapplicantsperseat4, grade9swdapplicants5, grade9swdapplicantsperseat5, grade9swdapplicants6, grade9swdapplicantsperseat6, grade9swdapplicants7, grade9swdapplicantsperseat7, grade9swdapplicants8, grade9swdapplicantsperseat8, grade9swdapplicants9, grade9swdapplicantsperseat9, grade9swdapplicants10, grade9swdapplicantsperseat10, seats1specialized, seats2specialized, seats3specialized, seats4specialized, seats5specialized, seats6specialized, applicants1specialized, applicants2specialized, applicants3specialized, applicants4specialized, applicants5specialized, applicants6specialized, appperseat1specialized, appperseat2specialized, appperseat3specialized, appperseat4specialized, appperseat5specialized, appperseat6specialized, seats101, seats102, seats103, seats104, seats105, seats106, seats107, seats108, seats109, seats1010, admissionspriority11, admissionspriority21, admissionspriority31, admissionspriority41, admissionspriority51, admissionspriority61, admissionspriority71, admissionspriority12, admissionspriority22, admissionspriority32, admissionspriority42, admissionspriority52, admissionspriority62, admissionspriority72, admissionspriority13, admissionspriority23, admissionspriority33, admissionspriority43, admissionspriority53, admissionspriority63, admissionspriority73, admissionspriority14, admissionspriority24, admissionspriority34, admissionspriority44, admissionspriority54, admissionspriority64, admissionspriority74, admissionspriority15, admissionspriority25, admissionspriority35, admissionspriority45, admissionspriority55, admissionspriority65, admissionspriority75, admissionspriority16, admissionspriority26, admissionspriority36, admissionspriority46, admissionspriority56, admissionspriority66, admissionspriority76, admissionspriority17, admissionspriority27, admissionspriority37, admissionspriority47, admissionspriority57, admissionspriority67, admissionspriority77, admissionspriority18, admissionspriority28, admissionspriority38, admissionspriority48, admissionspriority58, admissionspriority68, admissionspriority78, admissionspriority19, admissionspriority29, admissionspriority39, admissionspriority49, admissionspriority59, admissionspriority69, admissionspriority79, admissionspriority110, admissionspriority210, admissionspriority310, admissionspriority410, admissionspriority510, admissionspriority610, admissionspriority710, eligibility1, eligibility2, eligibility3, eligibility4, eligibility5, eligibility6, eligibility7, eligibility8, eligibility9, eligibility10, auditioninformation1, auditioninformation2, auditioninformation3, auditioninformation4, auditioninformation5, auditioninformation6, auditioninformation7, auditioninformation8, auditioninformation9, auditioninformation10, common_audition1, common_audition2, common_audition3, common_audition4, common_audition5, common_audition6, common_audition7, common_audition8, common_audition9, common_audition10, primary_address_line_1, city, postcode, state_code, borough, latitude, longitude, community board, council district, census tract, bin, bbl, nta"	vw9i-7mzq	2018 doe high school directory	435	1508793051	Education
1116	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, dbn, location, location type, total sw & gc, total sw, full time, part time, bilingual, serving more than one location, atr"	vxxs-iyt2	2015-16 guidance counselor reporting - social worker data	1644	1502472665	Education
1117	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, election, candid, candname, officecd, officeboro, officedist, canclass, primarypay, generalpay, runoffpay, totalpay"	vyxt-abab	2009 campaign payments	197	1315955746	City Government
1118	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, dbn, schoolname, bygroup, demographic, credit recovery, #, % within demographic, total # within demographic"	vz7h-p6wa	2014-2015 school closure discharge reporting - credit recovery	675	1502466879	Education
1119	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, borough, postcode, phone, districts served, hours, address, latitude, longitude, community board, council district, census tract, bin, bbl, nta, location 1"	vz8c-29aj	borough enrollment offices	13	1318307405	Education
1120	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, district, grade, year, category, number tested, mean scale score, level 1 #, level 1 %, level 2 #, level 2 %, level 3 #, level 3 %, level 4 #, level 4 %, level 3+4 #, level 3+4 %"	vza7-n6vi	2006 - 2011 nys math test results by grade - district - by disability status	2688	1317855138	Education
1121	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, organization , project title , project address, fy award , postcode, borough, latitude, longitude, community board, council district, census tract, bin, bbl, nta"	w38c-pyzq	police- community relations awards 2016	4	1514317278	City Government
1122	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, jurisdiction name, count participants, count female, percent female, count male, percent male, count gender unknown, percent gender unknown, count gender total, percent gender total, count pacific islander, percent pacific islander, count hispanic latino, percent hispanic latino, count american indian, percent american indian, count asian non hispanic, percent asian non hispanic, count white non hispanic, percent white non hispanic, count black non hispanic, percent black non hispanic, count other ethnicity, percent other ethnicity, count ethnicity unknown, percent ethnicity unknown, count ethnicity total, percent ethnicity total, count permanent resident alien, percent permanent resident alien, count us citizen, percent us citizen, count other citizen status, percent other citizen status, count citizen status unknown, percent citizen status unknown, count citizen status total, percent citizen status total, count receives public assistance, percent receives public assistance, count nreceives public assistance, percent nreceives public assistance, count public assistance unknown, percent public assistance unknown, count public assistance total"	w3c6-35wg	community district breakdowns	59	1311776082	City Government
1123	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, borough, address, city, state and zip, phone, fax, postcode, latitude, longitude, community board, council district, census tract, bin, bbl, nta"	w449-f4d7	directory of dcp offices	5	1360783875	Housing & Development
1124	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, program, grade or service category##, core course(high schools only), average class size"	w49k-mmkh	2006-07 class size - citywide summary	54	1318528047	Education
1125	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, neighborhood, type of home, total no. of properties, number of sales, lowest sale price, average sale price, median sale price, highest sale price"	w4v6-3sdt	"dof: summary of neighborhood sales for the bronx for class 1-, 2- and 3-family homes - 2009"	97	1317835395	Housing & Development
1126	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, year, kgco2/mwh, kgch4/mw, kgn20/mwh, kgco2e/mwh"	w5he-u64t	inventory of new york city greenhouse gas emissions - electricity emission factors (2005-2016)	12	1511539916	Environment
1127	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, borough, grade, year, demographic, number tested, mean scale score, num level 1, pct level 1, num level 2, pct level 2, num level 3, pct level 3, num level 4, pct level 4, num level 3 and 4, pct level 3 and 4"	w5y2-8cs3	2006 - 2012 english language arts (ela) test results - borough - gender	490	1361397736	Education
1128	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, location, address, city, state, postcode, contact number, notes, borough, latitude, longitude, community board, council district , census tract, bin, bbl, nta"	w8dz-xpjh	referral centers for high school alternatives	5	1363727236	Social Services
1129	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, job filing number, filing status, house no, street name, borough, block, lot, bin, commmunity - board, work on floor, apt./condo no(s), applicant professional title, applicant license #, applicant first name, applicants middle initial, applicant last name, ""owners business name"", ""owners street name"", city, state, zip, filing representative first name, filing representative middle initial, filing representative last name, filing representative business name, filing representative street name, filing representative city, filing representative state, filing representative zip, sprinkler (work type), plumbing (work type), initial cost, total construction floor area, review building code, little e, unmapped/cco street, request legalization, includes permanent removal, in compliance with nycecc, exempt from nycecc, building type, existing stories, existing height, existing dwelling units, proposed no of stories, proposed height, proposed dwelling units, specialinspectionrequirement, special inspection agency number, progressinspectionrequirement, built 1 information value, built 2 information value, built 2 a information value, built 2 b information value"	w9ak-ipjd	dob now: build ¨¹ job application filings	7210	1464269649	Housing & Development
1130	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, program type, program, site name, borough / community, agency, contact number, grade level / age group , location 1, number and street address, postcode, latitude, longitude, community board, community council , census tract, bin, bbl, nta"	w9cy-nnma	dycd after-school programs: reading and writing literacy programs	100	1314988822	Education
1131	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, borough, census year, mexican, puerto rican, cuban, dominican republic, central american - costarican,  central american - honduran,  central american - guatemalan,  central american -  nicaraguan,   central american - panamanian,   central american - salvadoran,  other central american, south american - argentinean,  south american - bolivian, south american - chilean, south american - colombian, south american - ecuadorian, south american - paraguayan, south american - peruvian,  south american - uruguayan, south american - venezuelan,  other south american,  other hispanic - other spaniard,  other hispanic - spanish,  other hispanic - spanish american,  all other hispanic or latino"	w9du-8cu6	hispanic population by selected subgroups by borough	5	1361398369	City Government
1132	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, objectid, a, service category, service type, walk-in, insurance, children, facility name , address, city, borough, latitude, longitude, zip code, phone, website, monday, tuesday, wednesday, thursday, friday, saturday, sunday, more information, dohmh website, location"	w9ei-idxz	new york city locations providing seasonal flu vaccinations	885	1389801219	Health
1133	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, appeal type, appeal subtype, agency, status, date filed, date closed, exam no., title, expiration, extension, acronym"	wbtw-zkex	appeals closed in 2016	1702	1494280882	City Government
1134	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, region###, program, grade or service category##, core course(high schools only), average class size"	weaz-wxw9	2006-07 class size - by region	538	1318527749	Education
1135	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, dbn, district, school, school support organization/network, progress report type, school level*,  peer index* , grade, overall score, environment category score, performance category score, progress category score, additional credit, quality review score"	weg5-33pj	2006-2007 school progress report	1262	1361420390	Education
1136	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, birth year, sex of infant, race or ethnicity of mother, births, percentage"	wffy-3iyg	natality	80	1492628210	Health
1137	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta"	wgsy-wbzx	fy17 pmmr agency resources test	200	1486664496	City Government
1138	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, region, supervision closing reason, month, year, supervision closing count"	wha7-46h5	dop juvenile case closings by reason	64	1479743291	Public Safety
1139	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, bin number, building, sqft, electric,  2006 natural gas usage, 2006 fuel oil #2- delivery, 2006 fuel oil #4 - delivery, 2006 fuel oil #6 - delivery, 2006 steam usage, 2011 electric usage, 2011 natural gas usage , 2011 fuel oil #2 b5 - delivery, 2011 fuel oil #2- delivery, 2011 fuel oil #4 - delivery, 2011 fuel oil #6 - delivery, 2011 steam usage, types"	whux-iuiu	oil usage ( select city owned buildings)	65	1346951597	City Government
1140	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, boro/central library, network, branch, adult program, adult attendance, young adult program, young adult attendance, juvenile program, juvenile attendance, outreach services program, outreach services attendance,  total program,  total attendance,  reference transactions adult,  reference transactions young adult,  reference transactions juvenile,  reference transactions, circulation adult, circulation young adult, circulation juvenile, circulation, weekly hours of public service"	wibz-uqui	nypl branch services - staten island	16	1320078349	Recreation
1141	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, boro_total, ipv_hom_15, ipv_ hom_16, ipv_dirs_15, ipv_dirs_16, fjc_ clientv_15, fjc_ clientv_16, dv_hotlinec_15, dv_hotlinec_16, pt_ train_16, p t_train_ par_16, acad_you_ws_16, acad_you_ ws_ par_16, acad_ps_ws_16, acad_ps_ws_par_16, acad_tot_ws_16, acad_tot_ par_16"	wip6-ytad	mayor's office to combat domestic violence annual fact sheet	6	1505318187	Public Safety
1142	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, analysed?, description, photo, note, type, height, size, # of signs (panel a), width (panel a), height (panel a), area (panel a), # of signs (panel b), width (panel b), height (panel b), area (panel b), total # of signs, total area, address, postcode, borough, latitude, longitude, community board, community council , census tract, bin, bbl, nta, location 1"	wjtn-s4z7	clear channel sign list - times square	50	1320080950	Business
1143	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, fiscal year, statistic type name, statistic type count"	wkaa-8g8b	doc annual statistics	115	1362580101	City Government
1144	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, district, grade, year, category, number tested, mean scale score, level1_n, level1_%, level2_n, level2_%, level3_n, level3_%, level4_n, level4_%, level3+4_n, level3+4_%"	wmi7-dkwa	2013-2017 district math results - swd	2240	1506354528	Education
